date,symbol,close,volume,market,currency
2024-03-08,US-SAMPLE-01,29.1268,91087,US,USD
2024-03-11,US-SAMPLE-01,29.0241,162311,US,USD
2024-03-12,US-SAMPLE-01,28.9944,129154,US,USD
2024-03-13,US-SAMPLE-01,28.7880,100693,US,USD
2024-03-14,US-SAMPLE-01,28.3506,181798,US,USD
2024-03-15,US-SAMPLE-01,28.1194,199083,US,USD
2024-03-18,US-SAMPLE-01,28.1079,103413,US,USD
2024-03-19,US-SAMPLE-01,27.8257,105968,US,USD
2024-03-20,US-SAMPLE-01,27.8461,138318,US,USD
2024-03-21,US-SAMPLE-01,27.6568,196634,US,USD
2024-03-22,US-SAMPLE-01,27.5352,39279,US,USD
2024-03-25,US-SAMPLE-01,27.2506,30229,US,USD
2024-03-26,US-SAMPLE-01,26.9431,28677,US,USD
2024-03-27,US-SAMPLE-01,27.0841,116129,US,USD
2024-03-28,US-SAMPLE-01,26.9986,21784,US,USD
2024-03-29,US-SAMPLE-01,26.9249,77280,US,USD
2024-04-01,US-SAMPLE-01,26.9133,141232,US,USD
2024-04-02,US-SAMPLE-01,26.8099,131566,US,USD
2024-04-03,US-SAMPLE-01,26.4320,18195,US,USD
2024-04-04,US-SAMPLE-01,26.2009,100890,US,USD
2024-04-05,US-SAMPLE-01,25.8742,182521,US,USD
2024-04-08,US-SAMPLE-01,25.1166,153580,US,USD
2024-04-09,US-SAMPLE-01,24.8120,47730,US,USD
2024-04-10,US-SAMPLE-01,24.7284,75103,US,USD
2024-04-11,US-SAMPLE-01,24.4482,79865,US,USD
2024-04-12,US-SAMPLE-01,24.1386,93501,US,USD
2024-04-15,US-SAMPLE-01,23.6873,132245,US,USD
2024-04-16,US-SAMPLE-01,23.5972,148636,US,USD
2024-04-17,US-SAMPLE-01,23.1188,106982,US,USD
2024-04-18,US-SAMPLE-01,22.7237,38195,US,USD
2024-04-19,US-SAMPLE-01,22.3464,62359,US,USD
2024-04-22,US-SAMPLE-01,22.1963,38025,US,USD
2024-04-23,US-SAMPLE-01,22.0987,183054,US,USD
2024-04-24,US-SAMPLE-01,21.9180,77350,US,USD
2024-04-25,US-SAMPLE-01,21.7341,184052,US,USD
2024-04-26,US-SAMPLE-01,21.5263,177795,US,USD
2024-04-29,US-SAMPLE-01,21.2637,52698,US,USD
2024-04-30,US-SAMPLE-01,21.5673,73180,US,USD
2024-05-01,US-SAMPLE-01,21.7506,14637,US,USD
2024-05-02,US-SAMPLE-01,21.6464,147031,US,USD
2024-05-03,US-SAMPLE-01,21.8647,83688,US,USD
2024-05-06,US-SAMPLE-01,21.6937,76644,US,USD
2024-05-07,US-SAMPLE-01,21.7639,172773,US,USD
2024-05-08,US-SAMPLE-01,21.8079,199753,US,USD
2024-05-09,US-SAMPLE-01,22.0600,73655,US,USD
2024-05-10,US-SAMPLE-01,22.0385,197633,US,USD
2024-05-13,US-SAMPLE-01,22.0934,160555,US,USD
2024-05-14,US-SAMPLE-01,22.1188,184528,US,USD
2024-05-15,US-SAMPLE-01,21.8609,132925,US,USD
2024-05-16,US-SAMPLE-01,21.8414,50391,US,USD
2024-05-17,US-SAMPLE-01,21.4981,58635,US,USD
2024-05-20,US-SAMPLE-01,21.4430,52628,US,USD
2024-05-21,US-SAMPLE-01,21.4880,170841,US,USD
2024-05-22,US-SAMPLE-01,21.3122,39061,US,USD
2024-05-23,US-SAMPLE-01,21.3220,176806,US,USD
2024-05-24,US-SAMPLE-01,21.5479,131682,US,USD
2024-05-27,US-SAMPLE-01,21.6079,29777,US,USD
2024-05-28,US-SAMPLE-01,21.4911,193584,US,USD
2024-05-29,US-SAMPLE-01,21.5928,123432,US,USD
2024-05-30,US-SAMPLE-01,21.3196,104735,US,USD
2024-05-31,US-SAMPLE-01,21.2919,143628,US,USD
2024-06-03,US-SAMPLE-01,21.0821,71876,US,USD
2024-06-04,US-SAMPLE-01,21.1221,132693,US,USD
2024-06-05,US-SAMPLE-01,20.8797,55020,US,USD
2024-06-06,US-SAMPLE-01,20.5910,105612,US,USD
2024-06-07,US-SAMPLE-01,20.7518,86855,US,USD
2024-06-10,US-SAMPLE-01,20.7696,178753,US,USD
2024-06-11,US-SAMPLE-01,20.2511,113788,US,USD
2024-06-12,US-SAMPLE-01,20.0134,132163,US,USD
2024-06-13,US-SAMPLE-01,19.8827,158770,US,USD
2024-06-14,US-SAMPLE-01,19.8788,186596,US,USD
2024-06-17,US-SAMPLE-01,19.7403,142733,US,USD
2024-06-18,US-SAMPLE-01,19.4778,48854,US,USD
2024-06-19,US-SAMPLE-01,19.5211,100476,US,USD
2024-06-20,US-SAMPLE-01,19.4177,44326,US,USD
2024-06-21,US-SAMPLE-01,19.5717,130248,US,USD
2024-06-24,US-SAMPLE-01,19.6051,76475,US,USD
2024-06-25,US-SAMPLE-01,19.4983,128858,US,USD
2024-06-26,US-SAMPLE-01,19.5724,189248,US,USD
2024-06-27,US-SAMPLE-01,19.4777,39852,US,USD
2024-06-28,US-SAMPLE-01,19.7802,82854,US,USD
2024-07-01,US-SAMPLE-01,19.7728,62879,US,USD
2024-07-02,US-SAMPLE-01,19.4967,195292,US,USD
2024-07-03,US-SAMPLE-01,19.4552,186181,US,USD
2024-07-04,US-SAMPLE-01,19.5859,69120,US,USD
2024-07-05,US-SAMPLE-01,19.7189,129461,US,USD
2024-07-08,US-SAMPLE-01,19.9826,57956,US,USD
2024-07-09,US-SAMPLE-01,19.8732,158404,US,USD
2024-07-10,US-SAMPLE-01,20.1121,43473,US,USD
2024-07-11,US-SAMPLE-01,20.0499,140381,US,USD
2024-07-12,US-SAMPLE-01,19.9637,94304,US,USD
2024-07-15,US-SAMPLE-01,19.8292,130595,US,USD
2024-07-16,US-SAMPLE-01,19.9869,197964,US,USD
2024-07-17,US-SAMPLE-01,20.0150,196226,US,USD
2024-07-18,US-SAMPLE-01,20.0130,142701,US,USD
2024-07-19,US-SAMPLE-01,20.2323,14168,US,USD
2024-07-22,US-SAMPLE-01,20.2476,155061,US,USD
2024-07-23,US-SAMPLE-01,20.2221,138432,US,USD
2024-07-24,US-SAMPLE-01,20.3868,99480,US,USD
2024-07-25,US-SAMPLE-01,20.6238,113195,US,USD
2024-07-26,US-SAMPLE-01,20.9063,40094,US,USD
2024-07-29,US-SAMPLE-01,20.6230,61591,US,USD
2024-07-30,US-SAMPLE-01,20.7651,186275,US,USD
2024-07-31,US-SAMPLE-01,20.7298,165953,US,USD
2024-08-01,US-SAMPLE-01,20.5834,18082,US,USD
2024-08-02,US-SAMPLE-01,20.5484,30808,US,USD
2024-08-05,US-SAMPLE-01,20.6781,124171,US,USD
2024-08-06,US-SAMPLE-01,21.2473,177186,US,USD
2024-08-07,US-SAMPLE-01,21.3987,124164,US,USD
2024-08-08,US-SAMPLE-01,21.5163,68864,US,USD
2024-08-09,US-SAMPLE-01,21.5517,120169,US,USD
2024-08-12,US-SAMPLE-01,21.6650,137241,US,USD
2024-08-13,US-SAMPLE-01,21.5683,28467,US,USD
2024-08-14,US-SAMPLE-01,21.4506,73525,US,USD
2024-08-15,US-SAMPLE-01,21.7475,90553,US,USD
2024-08-16,US-SAMPLE-01,21.8948,80743,US,USD
2024-08-19,US-SAMPLE-01,21.9967,88001,US,USD
2024-08-20,US-SAMPLE-01,22.0491,31907,US,USD
2024-08-21,US-SAMPLE-01,22.1969,52675,US,USD
2024-08-22,US-SAMPLE-01,22.3153,105448,US,USD
2024-08-23,US-SAMPLE-01,22.3554,50030,US,USD
2024-08-26,US-SAMPLE-01,22.9047,59197,US,USD
2024-08-27,US-SAMPLE-01,22.6174,151069,US,USD
2024-08-28,US-SAMPLE-01,22.8923,45736,US,USD
2024-08-29,US-SAMPLE-01,23.0226,92978,US,USD
2024-08-30,US-SAMPLE-01,22.5035,105978,US,USD
2024-09-02,US-SAMPLE-01,22.7180,185892,US,USD
2024-09-03,US-SAMPLE-01,23.0005,137817,US,USD
2024-09-04,US-SAMPLE-01,23.1647,37146,US,USD
2024-09-05,US-SAMPLE-01,22.9500,51847,US,USD
2024-09-06,US-SAMPLE-01,23.0110,39703,US,USD
2024-09-09,US-SAMPLE-01,23.1093,124695,US,USD
2024-01-02,US-SAMPLE-02,45.6550,76146,US,USD
2024-01-03,US-SAMPLE-02,46.1965,116318,US,USD
2024-01-04,US-SAMPLE-02,45.4258,123378,US,USD
2024-01-05,US-SAMPLE-02,45.2442,104586,US,USD
2024-01-08,US-SAMPLE-02,45.6255,169652,US,USD
2024-01-09,US-SAMPLE-02,46.2605,191751,US,USD
2024-01-10,US-SAMPLE-02,47.1666,177097,US,USD
2024-01-11,US-SAMPLE-02,47.5925,20675,US,USD
2024-01-12,US-SAMPLE-02,46.9974,110698,US,USD
2024-01-15,US-SAMPLE-02,48.0694,163545,US,USD
2024-01-16,US-SAMPLE-02,48.2083,175132,US,USD
2024-01-17,US-SAMPLE-02,48.4094,178818,US,USD
2024-01-18,US-SAMPLE-02,48.8237,176282,US,USD
2024-01-19,US-SAMPLE-02,48.3026,79032,US,USD
2024-01-22,US-SAMPLE-02,49.0838,60804,US,USD
2024-01-23,US-SAMPLE-02,48.9665,118509,US,USD
2024-01-24,US-SAMPLE-02,48.7802,127914,US,USD
2024-01-25,US-SAMPLE-02,48.6517,121911,US,USD
2024-01-26,US-SAMPLE-02,49.5377,158708,US,USD
2024-01-29,US-SAMPLE-02,50.1760,106732,US,USD
2024-01-30,US-SAMPLE-02,49.6077,56908,US,USD
2024-01-31,US-SAMPLE-02,50.1341,173807,US,USD
2024-02-01,US-SAMPLE-02,49.8115,103895,US,USD
2024-02-02,US-SAMPLE-02,49.1419,107956,US,USD
2024-02-05,US-SAMPLE-02,48.3609,51833,US,USD
2024-02-06,US-SAMPLE-02,48.2825,64351,US,USD
2024-02-07,US-SAMPLE-02,47.2633,194959,US,USD
2024-02-08,US-SAMPLE-02,48.3528,183245,US,USD
2024-02-09,US-SAMPLE-02,48.4023,77305,US,USD
2024-02-12,US-SAMPLE-02,47.8851,172398,US,USD
2024-02-13,US-SAMPLE-02,48.3980,117121,US,USD
2024-02-14,US-SAMPLE-02,48.0118,58887,US,USD
2024-02-15,US-SAMPLE-02,47.0959,129831,US,USD
2024-02-16,US-SAMPLE-02,47.3624,169435,US,USD
2024-02-19,US-SAMPLE-02,48.0827,110083,US,USD
2024-02-20,US-SAMPLE-02,48.1230,102464,US,USD
2024-02-21,US-SAMPLE-02,47.5887,137965,US,USD
2024-02-22,US-SAMPLE-02,48.2538,127792,US,USD
2024-02-23,US-SAMPLE-02,48.1388,82188,US,USD
2024-02-26,US-SAMPLE-02,48.0016,41592,US,USD
2024-02-27,US-SAMPLE-02,47.8780,71435,US,USD
2024-02-28,US-SAMPLE-02,48.0747,11369,US,USD
2024-02-29,US-SAMPLE-02,48.0965,135415,US,USD
2024-03-01,US-SAMPLE-02,48.2881,99723,US,USD
2024-03-04,US-SAMPLE-02,47.9311,108255,US,USD
2024-03-05,US-SAMPLE-02,48.3167,131813,US,USD
2024-03-06,US-SAMPLE-02,48.9111,47067,US,USD
2024-03-07,US-SAMPLE-02,48.9456,12589,US,USD
2024-03-08,US-SAMPLE-02,48.2219,79647,US,USD
2024-03-11,US-SAMPLE-02,48.4348,166297,US,USD
2024-03-12,US-SAMPLE-02,48.5381,114640,US,USD
2024-03-13,US-SAMPLE-02,48.1852,68061,US,USD
2024-03-14,US-SAMPLE-02,48.4316,152725,US,USD
2024-03-15,US-SAMPLE-02,47.8666,68915,US,USD
2024-03-18,US-SAMPLE-02,47.4320,177057,US,USD
2024-03-19,US-SAMPLE-02,47.1823,45601,US,USD
2024-03-20,US-SAMPLE-02,46.9125,101759,US,USD
2024-03-21,US-SAMPLE-02,46.6198,56581,US,USD
2024-03-22,US-SAMPLE-02,46.0462,115074,US,USD
2024-03-25,US-SAMPLE-02,45.8796,109188,US,USD
2024-03-26,US-SAMPLE-02,46.0134,40667,US,USD
2024-03-27,US-SAMPLE-02,45.8118,121411,US,USD
2024-03-28,US-SAMPLE-02,45.5370,143515,US,USD
2024-03-29,US-SAMPLE-02,45.5848,162952,US,USD
2024-04-01,US-SAMPLE-02,46.0256,126713,US,USD
2024-04-02,US-SAMPLE-02,46.5758,189114,US,USD
2024-04-03,US-SAMPLE-02,46.0897,177999,US,USD
2024-04-04,US-SAMPLE-02,45.9107,178255,US,USD
2024-04-05,US-SAMPLE-02,45.1990,173808,US,USD
2024-04-08,US-SAMPLE-02,44.2476,28720,US,USD
2024-04-09,US-SAMPLE-02,44.0876,124465,US,USD
2024-04-10,US-SAMPLE-02,44.1629,137607,US,USD
2024-04-11,US-SAMPLE-02,44.9764,158790,US,USD
2024-04-12,US-SAMPLE-02,44.2597,186208,US,USD
2024-04-15,US-SAMPLE-02,42.7605,153053,US,USD
2024-04-16,US-SAMPLE-02,42.4383,119761,US,USD
2024-04-17,US-SAMPLE-02,40.6584,190903,US,USD
2024-04-18,US-SAMPLE-02,39.4421,196344,US,USD
2024-04-19,US-SAMPLE-02,39.4238,177815,US,USD
2024-04-22,US-SAMPLE-02,38.9890,140548,US,USD
2024-04-23,US-SAMPLE-02,37.9699,66724,US,USD
2024-04-24,US-SAMPLE-02,37.3529,72856,US,USD
2024-04-25,US-SAMPLE-02,37.6178,195842,US,USD
2024-04-26,US-SAMPLE-02,36.7366,127103,US,USD
2024-04-29,US-SAMPLE-02,36.3293,79513,US,USD
2024-04-30,US-SAMPLE-02,36.5738,110929,US,USD
2024-05-01,US-SAMPLE-02,36.8797,176294,US,USD
2024-05-02,US-SAMPLE-02,37.2840,167307,US,USD
2024-05-03,US-SAMPLE-02,37.3197,122077,US,USD
2024-05-06,US-SAMPLE-02,36.6709,127279,US,USD
2024-05-07,US-SAMPLE-02,37.0853,110203,US,USD
2024-05-08,US-SAMPLE-02,37.1048,178238,US,USD
2024-05-09,US-SAMPLE-02,37.4828,197493,US,USD
2024-05-10,US-SAMPLE-02,37.7747,14502,US,USD
2024-05-13,US-SAMPLE-02,38.2461,114083,US,USD
2024-05-14,US-SAMPLE-02,38.2679,43016,US,USD
2024-05-15,US-SAMPLE-02,38.1381,165145,US,USD
2024-05-16,US-SAMPLE-02,38.4196,83571,US,USD
2024-05-17,US-SAMPLE-02,38.2241,17269,US,USD
2024-05-20,US-SAMPLE-02,38.7375,57535,US,USD
2024-05-21,US-SAMPLE-02,38.5523,123661,US,USD
2024-05-22,US-SAMPLE-02,37.8938,89402,US,USD
2024-05-23,US-SAMPLE-02,38.5536,26136,US,USD
2024-05-24,US-SAMPLE-02,38.7842,98890,US,USD
2024-05-27,US-SAMPLE-02,39.1128,76278,US,USD
2024-05-28,US-SAMPLE-02,39.0764,13170,US,USD
2024-05-29,US-SAMPLE-02,38.9884,159696,US,USD
2024-05-30,US-SAMPLE-02,38.5237,87386,US,USD
2024-05-31,US-SAMPLE-02,38.9530,160338,US,USD
2024-06-03,US-SAMPLE-02,38.4764,194515,US,USD
2024-06-04,US-SAMPLE-02,39.4410,55300,US,USD
2024-06-05,US-SAMPLE-02,39.7665,117410,US,USD
2024-06-06,US-SAMPLE-02,39.2989,153736,US,USD
2024-06-07,US-SAMPLE-02,39.3431,106164,US,USD
2024-06-10,US-SAMPLE-02,39.3483,119712,US,USD
2024-06-11,US-SAMPLE-02,39.6913,138404,US,USD
2024-06-12,US-SAMPLE-02,39.8596,110250,US,USD
2024-06-13,US-SAMPLE-02,40.0741,152290,US,USD
2024-06-14,US-SAMPLE-02,39.7492,105380,US,USD
2024-06-17,US-SAMPLE-02,39.7327,65561,US,USD
2024-06-18,US-SAMPLE-02,38.9497,197805,US,USD
2024-06-19,US-SAMPLE-02,38.0265,95825,US,USD
2024-06-20,US-SAMPLE-02,37.4696,154398,US,USD
2024-06-21,US-SAMPLE-02,37.7420,104983,US,USD
2024-06-24,US-SAMPLE-02,36.9906,193319,US,USD
2024-06-25,US-SAMPLE-02,36.8684,187491,US,USD
2024-06-26,US-SAMPLE-02,37.0186,173397,US,USD
2024-06-27,US-SAMPLE-02,36.6903,178988,US,USD
2024-06-28,US-SAMPLE-02,36.9432,18185,US,USD
2024-07-01,US-SAMPLE-02,36.4456,173405,US,USD
2024-07-02,US-SAMPLE-02,35.8401,23534,US,USD
2024-07-03,US-SAMPLE-02,36.3072,48389,US,USD
2024-07-04,US-SAMPLE-02,36.7008,198034,US,USD
2024-07-05,US-SAMPLE-02,36.9915,90204,US,USD
2024-07-08,US-SAMPLE-02,37.1740,45582,US,USD
2024-07-09,US-SAMPLE-02,37.6658,97366,US,USD
2024-07-10,US-SAMPLE-02,38.1166,18990,US,USD
2024-07-11,US-SAMPLE-02,38.1662,29851,US,USD
2024-07-12,US-SAMPLE-02,38.5490,125479,US,USD
2024-07-15,US-SAMPLE-02,38.8624,179867,US,USD
2024-07-16,US-SAMPLE-02,38.4873,145466,US,USD
2024-07-17,US-SAMPLE-02,38.6577,12826,US,USD
2024-07-18,US-SAMPLE-02,38.3558,36185,US,USD
2024-07-19,US-SAMPLE-02,38.4762,89127,US,USD
2024-07-22,US-SAMPLE-02,38.8356,92226,US,USD
2024-07-23,US-SAMPLE-02,38.6879,130389,US,USD
2024-07-24,US-SAMPLE-02,38.9200,154275,US,USD
2024-07-25,US-SAMPLE-02,38.8981,130469,US,USD
2024-07-26,US-SAMPLE-02,38.7496,151893,US,USD
2024-07-29,US-SAMPLE-02,38.9262,39704,US,USD
2024-07-30,US-SAMPLE-02,39.4581,12955,US,USD
2024-07-31,US-SAMPLE-02,40.0933,106115,US,USD
2024-08-01,US-SAMPLE-02,39.7540,162045,US,USD
2024-08-02,US-SAMPLE-02,39.4047,86471,US,USD
2024-08-05,US-SAMPLE-02,39.6859,28260,US,USD
2024-08-06,US-SAMPLE-02,39.5552,52657,US,USD
2024-08-07,US-SAMPLE-02,39.8369,78344,US,USD
2024-08-08,US-SAMPLE-02,39.6486,109236,US,USD
2024-08-09,US-SAMPLE-02,40.2803,158565,US,USD
2024-08-12,US-SAMPLE-02,40.5593,136569,US,USD
2024-08-13,US-SAMPLE-02,39.9491,109936,US,USD
2024-08-14,US-SAMPLE-02,39.8875,20479,US,USD
2024-08-15,US-SAMPLE-02,40.5874,159089,US,USD
2024-08-16,US-SAMPLE-02,40.4368,117755,US,USD
2024-08-19,US-SAMPLE-02,40.4912,191261,US,USD
2024-08-20,US-SAMPLE-02,40.8960,89314,US,USD
2024-08-21,US-SAMPLE-02,40.4934,91268,US,USD
2024-08-22,US-SAMPLE-02,40.4840,60720,US,USD
2024-08-23,US-SAMPLE-02,40.3430,18243,US,USD
2024-08-26,US-SAMPLE-02,40.7097,197662,US,USD
2024-08-27,US-SAMPLE-02,40.5638,131972,US,USD
2024-08-28,US-SAMPLE-02,39.7193,184665,US,USD
2024-08-29,US-SAMPLE-02,39.4715,25795,US,USD
2024-08-30,US-SAMPLE-02,39.5452,57204,US,USD
2024-09-02,US-SAMPLE-02,39.8143,188090,US,USD
2024-09-03,US-SAMPLE-02,40.7943,10392,US,USD
2024-09-04,US-SAMPLE-02,40.7677,83557,US,USD
2024-09-05,US-SAMPLE-02,41.4738,181658,US,USD
2024-09-06,US-SAMPLE-02,41.0292,96959,US,USD
2024-09-09,US-SAMPLE-02,40.9524,114345,US,USD
2024-01-02,US-SAMPLE-03,59.5089,94885,US,USD
2024-01-03,US-SAMPLE-03,58.6059,33465,US,USD
2024-01-04,US-SAMPLE-03,58.3175,163114,US,USD
2024-01-05,US-SAMPLE-03,57.1926,78525,US,USD
2024-01-08,US-SAMPLE-03,58.4647,189255,US,USD
2024-01-09,US-SAMPLE-03,58.1756,122046,US,USD
2024-01-10,US-SAMPLE-03,58.4423,180469,US,USD
2024-01-11,US-SAMPLE-03,57.3459,165768,US,USD
2024-01-12,US-SAMPLE-03,57.5307,16042,US,USD
2024-01-15,US-SAMPLE-03,57.3498,183821,US,USD
2024-01-16,US-SAMPLE-03,57.5156,66030,US,USD
2024-01-17,US-SAMPLE-03,56.4982,57419,US,USD
2024-01-18,US-SAMPLE-03,57.7317,143114,US,USD
2024-01-19,US-SAMPLE-03,58.2276,160998,US,USD
2024-01-22,US-SAMPLE-03,58.1374,137574,US,USD
2024-01-23,US-SAMPLE-03,57.0885,109280,US,USD
2024-01-24,US-SAMPLE-03,57.3413,54094,US,USD
2024-01-25,US-SAMPLE-03,58.1327,32010,US,USD
2024-01-26,US-SAMPLE-03,58.0344,110869,US,USD
2024-01-29,US-SAMPLE-03,57.5930,25238,US,USD
2024-01-30,US-SAMPLE-03,56.8651,196015,US,USD
2024-01-31,US-SAMPLE-03,56.7083,187468,US,USD
2024-02-01,US-SAMPLE-03,56.2230,128643,US,USD
2024-02-02,US-SAMPLE-03,56.0619,62176,US,USD
2024-02-05,US-SAMPLE-03,56.0379,44949,US,USD
2024-02-06,US-SAMPLE-03,55.5226,175516,US,USD
2024-02-07,US-SAMPLE-03,54.6103,91104,US,USD
2024-02-08,US-SAMPLE-03,55.3959,59250,US,USD
2024-02-09,US-SAMPLE-03,55.0376,108006,US,USD
2024-02-12,US-SAMPLE-03,55.6944,179506,US,USD
2024-02-13,US-SAMPLE-03,55.4296,152814,US,USD
2024-02-14,US-SAMPLE-03,55.2317,172042,US,USD
2024-02-15,US-SAMPLE-03,54.8575,147508,US,USD
2024-02-16,US-SAMPLE-03,54.8215,62547,US,USD
2024-02-19,US-SAMPLE-03,54.7978,186058,US,USD
2024-02-20,US-SAMPLE-03,54.6116,184802,US,USD
2024-02-21,US-SAMPLE-03,56.0614,79560,US,USD
2024-02-22,US-SAMPLE-03,56.5532,139390,US,USD
2024-02-23,US-SAMPLE-03,57.3184,83921,US,USD
2024-02-26,US-SAMPLE-03,57.7139,66812,US,USD
2024-02-27,US-SAMPLE-03,56.7634,74324,US,USD
2024-02-28,US-SAMPLE-03,58.0952,136312,US,USD
2024-02-29,US-SAMPLE-03,59.0190,21014,US,USD
2024-03-01,US-SAMPLE-03,58.0927,17563,US,USD
2024-03-04,US-SAMPLE-03,56.4766,150839,US,USD
2024-03-05,US-SAMPLE-03,56.9472,72533,US,USD
2024-03-06,US-SAMPLE-03,57.8960,178549,US,USD
2024-03-07,US-SAMPLE-03,56.5937,167162,US,USD
2024-03-08,US-SAMPLE-03,56.0468,116956,US,USD
2024-03-11,US-SAMPLE-03,56.3464,185301,US,USD
2024-03-12,US-SAMPLE-03,55.3224,110183,US,USD
2024-03-13,US-SAMPLE-03,54.5321,165179,US,USD
2024-03-14,US-SAMPLE-03,54.7727,29500,US,USD
2024-03-15,US-SAMPLE-03,55.1427,130850,US,USD
2024-03-18,US-SAMPLE-03,55.3217,120521,US,USD
2024-03-19,US-SAMPLE-03,54.9082,114983,US,USD
2024-03-20,US-SAMPLE-03,55.1337,71511,US,USD
2024-03-21,US-SAMPLE-03,55.3698,56220,US,USD
2024-03-22,US-SAMPLE-03,55.1119,145077,US,USD
2024-03-25,US-SAMPLE-03,54.3704,172062,US,USD
2024-03-26,US-SAMPLE-03,53.8977,76128,US,USD
2024-03-27,US-SAMPLE-03,52.6964,54224,US,USD
2024-03-28,US-SAMPLE-03,52.8714,69284,US,USD
2024-03-29,US-SAMPLE-03,52.4915,175804,US,USD
2024-04-01,US-SAMPLE-03,52.6315,144911,US,USD
2024-04-02,US-SAMPLE-03,52.8647,134439,US,USD
2024-04-03,US-SAMPLE-03,52.7128,153432,US,USD
2024-04-04,US-SAMPLE-03,51.1632,175878,US,USD
2024-04-05,US-SAMPLE-03,50.7297,16516,US,USD
2024-04-08,US-SAMPLE-03,50.2472,110853,US,USD
2024-04-09,US-SAMPLE-03,49.4891,158706,US,USD
2024-04-10,US-SAMPLE-03,49.2876,98702,US,USD
2024-04-11,US-SAMPLE-03,47.9323,16100,US,USD
2024-04-12,US-SAMPLE-03,47.3115,161295,US,USD
2024-04-15,US-SAMPLE-03,47.0115,192704,US,USD
2024-04-16,US-SAMPLE-03,46.8734,168217,US,USD
2024-04-17,US-SAMPLE-03,46.8764,179420,US,USD
2024-04-18,US-SAMPLE-03,46.9776,153730,US,USD
2024-04-19,US-SAMPLE-03,45.4405,157054,US,USD
2024-04-22,US-SAMPLE-03,44.2674,158222,US,USD
2024-04-23,US-SAMPLE-03,42.7276,70482,US,USD
2024-04-24,US-SAMPLE-03,41.7193,117194,US,USD
2024-04-25,US-SAMPLE-03,41.4377,80817,US,USD
2024-04-26,US-SAMPLE-03,41.2268,111334,US,USD
2024-04-29,US-SAMPLE-03,40.1631,18131,US,USD
2024-04-30,US-SAMPLE-03,40.3661,100016,US,USD
2024-05-01,US-SAMPLE-03,40.5008,37377,US,USD
2024-05-02,US-SAMPLE-03,40.4356,39348,US,USD
2024-05-03,US-SAMPLE-03,41.1192,195884,US,USD
2024-05-06,US-SAMPLE-03,42.3823,86093,US,USD
