date,symbol,close,volume,market,currency
2024-04-05,CN-SAMPLE-01,26.9720,84938,CN,CNY
2024-04-08,CN-SAMPLE-01,26.6679,90480,CN,CNY
2024-04-09,CN-SAMPLE-01,26.2876,190971,CN,CNY
2024-04-10,CN-SAMPLE-01,26.1706,69694,CN,CNY
2024-04-11,CN-SAMPLE-01,25.5228,76927,CN,CNY
2024-04-12,CN-SAMPLE-01,25.2467,47979,CN,CNY
2024-04-15,CN-SAMPLE-01,24.9787,123499,CN,CNY
2024-04-16,CN-SAMPLE-01,24.6498,157250,CN,CNY
2024-04-17,CN-SAMPLE-01,24.1983,53163,CN,CNY
2024-04-18,CN-SAMPLE-01,23.8863,118541,CN,CNY
2024-04-19,CN-SAMPLE-01,23.5930,13832,CN,CNY
2024-04-22,CN-SAMPLE-01,23.0221,198362,CN,CNY
2024-04-23,CN-SAMPLE-01,22.9371,189275,CN,CNY
2024-04-24,CN-SAMPLE-01,22.7888,193656,CN,CNY
2024-04-25,CN-SAMPLE-01,22.5128,71779,CN,CNY
2024-04-26,CN-SAMPLE-01,22.0618,81755,CN,CNY
2024-04-29,CN-SAMPLE-01,21.4513,167761,CN,CNY
2024-04-30,CN-SAMPLE-01,21.5110,127216,CN,CNY
2024-05-01,CN-SAMPLE-01,21.6350,102388,CN,CNY
2024-05-02,CN-SAMPLE-01,21.8942,159538,CN,CNY
2024-05-03,CN-SAMPLE-01,21.7618,195189,CN,CNY
2024-05-06,CN-SAMPLE-01,21.7650,125456,CN,CNY
2024-05-07,CN-SAMPLE-01,21.7674,12926,CN,CNY
2024-05-08,CN-SAMPLE-01,21.7327,125680,CN,CNY
2024-05-09,CN-SAMPLE-01,21.7038,151607,CN,CNY
2024-05-10,CN-SAMPLE-01,21.5388,161950,CN,CNY
2024-05-13,CN-SAMPLE-01,21.3483,102070,CN,CNY
2024-05-14,CN-SAMPLE-01,21.4039,17210,CN,CNY
2024-05-15,CN-SAMPLE-01,21.5245,28466,CN,CNY
2024-05-16,CN-SAMPLE-01,21.4568,164185,CN,CNY
2024-05-17,CN-SAMPLE-01,21.4526,19904,CN,CNY
2024-05-20,CN-SAMPLE-01,21.3375,41191,CN,CNY
2024-05-21,CN-SAMPLE-01,21.4245,36443,CN,CNY
2024-05-22,CN-SAMPLE-01,21.3107,56521,CN,CNY
2024-05-23,CN-SAMPLE-01,21.1522,27027,CN,CNY
2024-05-24,CN-SAMPLE-01,21.2702,68464,CN,CNY
2024-05-27,CN-SAMPLE-01,21.4878,198140,CN,CNY
2024-05-28,CN-SAMPLE-01,21.3364,134286,CN,CNY
2024-05-29,CN-SAMPLE-01,21.6203,86061,CN,CNY
2024-05-30,CN-SAMPLE-01,21.3174,119636,CN,CNY
2024-05-31,CN-SAMPLE-01,21.1550,152028,CN,CNY
2024-06-03,CN-SAMPLE-01,21.1052,56988,CN,CNY
2024-06-04,CN-SAMPLE-01,20.7982,140960,CN,CNY
2024-06-05,CN-SAMPLE-01,20.9278,102630,CN,CNY
2024-06-06,CN-SAMPLE-01,20.9611,124227,CN,CNY
2024-06-07,CN-SAMPLE-01,20.9343,105734,CN,CNY
2024-06-10,CN-SAMPLE-01,20.7624,131279,CN,CNY
2024-06-11,CN-SAMPLE-01,21.1066,16713,CN,CNY
2024-06-12,CN-SAMPLE-01,20.6747,107225,CN,CNY
2024-06-13,CN-SAMPLE-01,20.7495,61861,CN,CNY
2024-06-14,CN-SAMPLE-01,20.7886,59681,CN,CNY
2024-06-17,CN-SAMPLE-01,20.4604,106756,CN,CNY
2024-06-18,CN-SAMPLE-01,20.4364,189109,CN,CNY
2024-06-19,CN-SAMPLE-01,20.4750,168154,CN,CNY
2024-06-20,CN-SAMPLE-01,20.6923,156356,CN,CNY
2024-06-21,CN-SAMPLE-01,20.4194,71363,CN,CNY
2024-06-24,CN-SAMPLE-01,20.4393,31658,CN,CNY
2024-06-25,CN-SAMPLE-01,20.0210,156316,CN,CNY
2024-06-26,CN-SAMPLE-01,20.0894,80574,CN,CNY
2024-06-27,CN-SAMPLE-01,20.0569,128409,CN,CNY
2024-06-28,CN-SAMPLE-01,19.3366,33603,CN,CNY
2024-07-01,CN-SAMPLE-01,19.2230,56226,CN,CNY
2024-07-02,CN-SAMPLE-01,18.9808,152573,CN,CNY
2024-07-03,CN-SAMPLE-01,18.8983,50420,CN,CNY
2024-07-04,CN-SAMPLE-01,18.5048,148640,CN,CNY
2024-07-05,CN-SAMPLE-01,18.4938,122520,CN,CNY
2024-07-08,CN-SAMPLE-01,18.6084,71266,CN,CNY
2024-07-09,CN-SAMPLE-01,18.7070,110148,CN,CNY
2024-07-10,CN-SAMPLE-01,18.8079,160400,CN,CNY
2024-07-11,CN-SAMPLE-01,18.5928,133696,CN,CNY
2024-07-12,CN-SAMPLE-01,18.5933,147830,CN,CNY
2024-07-15,CN-SAMPLE-01,18.5510,74331,CN,CNY
2024-07-16,CN-SAMPLE-01,18.5747,170101,CN,CNY
2024-07-17,CN-SAMPLE-01,18.5181,122968,CN,CNY
2024-07-18,CN-SAMPLE-01,18.7939,120463,CN,CNY
2024-07-19,CN-SAMPLE-01,18.4115,87446,CN,CNY
2024-07-22,CN-SAMPLE-01,18.3216,57630,CN,CNY
2024-07-23,CN-SAMPLE-01,18.4058,30122,CN,CNY
2024-07-24,CN-SAMPLE-01,18.1888,141283,CN,CNY
2024-07-25,CN-SAMPLE-01,18.3381,186570,CN,CNY
2024-07-26,CN-SAMPLE-01,18.2125,137887,CN,CNY
2024-07-29,CN-SAMPLE-01,18.2406,170920,CN,CNY
2024-07-30,CN-SAMPLE-01,18.3537,175069,CN,CNY
2024-07-31,CN-SAMPLE-01,18.4794,68442,CN,CNY
2024-08-01,CN-SAMPLE-01,18.6040,56446,CN,CNY
2024-08-02,CN-SAMPLE-01,18.5527,16791,CN,CNY
2024-08-05,CN-SAMPLE-01,18.6658,198944,CN,CNY
2024-08-06,CN-SAMPLE-01,18.7601,48788,CN,CNY
2024-08-07,CN-SAMPLE-01,18.6842,136209,CN,CNY
2024-08-08,CN-SAMPLE-01,18.8073,102666,CN,CNY
2024-08-09,CN-SAMPLE-01,19.0337,49574,CN,CNY
2024-08-12,CN-SAMPLE-01,19.0425,47491,CN,CNY
2024-08-13,CN-SAMPLE-01,19.1176,167350,CN,CNY
2024-08-14,CN-SAMPLE-01,19.0685,35588,CN,CNY
2024-08-15,CN-SAMPLE-01,19.0062,64763,CN,CNY
2024-08-16,CN-SAMPLE-01,19.0060,71618,CN,CNY
2024-08-19,CN-SAMPLE-01,19.0391,91800,CN,CNY
2024-08-20,CN-SAMPLE-01,19.2043,174829,CN,CNY
2024-08-21,CN-SAMPLE-01,19.1123,83658,CN,CNY
2024-08-22,CN-SAMPLE-01,18.9822,175843,CN,CNY
2024-08-23,CN-SAMPLE-01,18.9234,79638,CN,CNY
2024-08-26,CN-SAMPLE-01,18.8974,164538,CN,CNY
2024-08-27,CN-SAMPLE-01,18.9451,134246,CN,CNY
2024-08-28,CN-SAMPLE-01,18.8863,181972,CN,CNY
2024-08-29,CN-SAMPLE-01,18.7231,139608,CN,CNY
2024-08-30,CN-SAMPLE-01,18.8891,60797,CN,CNY
2024-09-02,CN-SAMPLE-01,19.1200,34766,CN,CNY
2024-09-03,CN-SAMPLE-01,19.0425,131673,CN,CNY
2024-09-04,CN-SAMPLE-01,18.8500,135822,CN,CNY
2024-09-05,CN-SAMPLE-01,18.5629,95073,CN,CNY
2024-09-06,CN-SAMPLE-01,18.3872,123206,CN,CNY
2024-09-09,CN-SAMPLE-01,18.1754,194100,CN,CNY
2024-01-02,CN-SAMPLE-02,45.0811,78411,CN,CNY
2024-01-03,CN-SAMPLE-02,45.0086,174324,CN,CNY
2024-01-04,CN-SAMPLE-02,44.8790,141508,CN,CNY
2024-01-05,CN-SAMPLE-02,44.5975,22679,CN,CNY
2024-01-08,CN-SAMPLE-02,44.9211,22343,CN,CNY
2024-01-09,CN-SAMPLE-02,44.3631,117620,CN,CNY
2024-01-10,CN-SAMPLE-02,44.4397,158587,CN,CNY
2024-01-11,CN-SAMPLE-02,44.2754,56505,CN,CNY
2024-01-12,CN-SAMPLE-02,44.0359,138443,CN,CNY
2024-01-15,CN-SAMPLE-02,44.7430,116368,CN,CNY
2024-01-16,CN-SAMPLE-02,44.9370,147815,CN,CNY
2024-01-17,CN-SAMPLE-02,45.3069,186560,CN,CNY
2024-01-18,CN-SAMPLE-02,44.8557,10233,CN,CNY
2024-01-19,CN-SAMPLE-02,44.2696,183490,CN,CNY
2024-01-22,CN-SAMPLE-02,44.4566,79770,CN,CNY
2024-01-23,CN-SAMPLE-02,45.2148,198551,CN,CNY
2024-01-24,CN-SAMPLE-02,45.6799,165894,CN,CNY
2024-01-25,CN-SAMPLE-02,45.1552,37370,CN,CNY
2024-01-26,CN-SAMPLE-02,45.1643,125946,CN,CNY
2024-01-29,CN-SAMPLE-02,45.0563,137719,CN,CNY
2024-01-30,CN-SAMPLE-02,45.9543,165968,CN,CNY
2024-01-31,CN-SAMPLE-02,45.0396,182337,CN,CNY
2024-02-01,CN-SAMPLE-02,43.9689,187912,CN,CNY
2024-02-02,CN-SAMPLE-02,43.9590,88029,CN,CNY
2024-02-05,CN-SAMPLE-02,44.7895,168455,CN,CNY
2024-02-06,CN-SAMPLE-02,43.4702,33801,CN,CNY
2024-02-07,CN-SAMPLE-02,43.0673,55268,CN,CNY
2024-02-08,CN-SAMPLE-02,43.3055,23138,CN,CNY
2024-02-09,CN-SAMPLE-02,43.6885,125376,CN,CNY
2024-02-12,CN-SAMPLE-02,43.8104,112004,CN,CNY
2024-02-13,CN-SAMPLE-02,44.1296,63598,CN,CNY
2024-02-14,CN-SAMPLE-02,43.5975,90300,CN,CNY
2024-02-15,CN-SAMPLE-02,44.6244,89189,CN,CNY
2024-02-16,CN-SAMPLE-02,43.9502,44126,CN,CNY
2024-02-19,CN-SAMPLE-02,43.7301,26207,CN,CNY
2024-02-20,CN-SAMPLE-02,43.6994,152188,CN,CNY
2024-02-21,CN-SAMPLE-02,43.4212,108712,CN,CNY
2024-02-22,CN-SAMPLE-02,44.1848,126154,CN,CNY
2024-02-23,CN-SAMPLE-02,44.3574,105999,CN,CNY
2024-02-26,CN-SAMPLE-02,44.2514,22839,CN,CNY
2024-02-27,CN-SAMPLE-02,44.1897,67124,CN,CNY
2024-02-28,CN-SAMPLE-02,43.8095,48362,CN,CNY
2024-02-29,CN-SAMPLE-02,43.3360,194024,CN,CNY
2024-03-01,CN-SAMPLE-02,42.9776,33005,CN,CNY
2024-03-04,CN-SAMPLE-02,43.0521,197756,CN,CNY
2024-03-05,CN-SAMPLE-02,42.6355,10950,CN,CNY
2024-03-06,CN-SAMPLE-02,42.7782,192323,CN,CNY
2024-03-07,CN-SAMPLE-02,42.1952,21514,CN,CNY
2024-03-08,CN-SAMPLE-02,41.7296,198651,CN,CNY
2024-03-11,CN-SAMPLE-02,41.8018,69297,CN,CNY
2024-03-12,CN-SAMPLE-02,41.6653,159103,CN,CNY
2024-03-13,CN-SAMPLE-02,41.4047,146487,CN,CNY
2024-03-14,CN-SAMPLE-02,41.6290,74697,CN,CNY
2024-03-15,CN-SAMPLE-02,41.0570,36711,CN,CNY
2024-03-18,CN-SAMPLE-02,41.1056,131096,CN,CNY
2024-03-19,CN-SAMPLE-02,41.1751,128737,CN,CNY
2024-03-20,CN-SAMPLE-02,40.9971,99296,CN,CNY
2024-03-21,CN-SAMPLE-02,41.1238,85486,CN,CNY
2024-03-22,CN-SAMPLE-02,41.4910,102239,CN,CNY
2024-03-25,CN-SAMPLE-02,41.5888,29858,CN,CNY
2024-03-26,CN-SAMPLE-02,40.8822,148674,CN,CNY
2024-03-27,CN-SAMPLE-02,39.5635,80753,CN,CNY
2024-03-28,CN-SAMPLE-02,39.5244,88651,CN,CNY
2024-03-29,CN-SAMPLE-02,39.4687,171945,CN,CNY
2024-04-01,CN-SAMPLE-02,39.1772,37036,CN,CNY
2024-04-02,CN-SAMPLE-02,39.1020,151627,CN,CNY
2024-04-03,CN-SAMPLE-02,38.6018,98156,CN,CNY
2024-04-04,CN-SAMPLE-02,36.9506,122349,CN,CNY
2024-04-05,CN-SAMPLE-02,36.1500,92730,CN,CNY
2024-04-08,CN-SAMPLE-02,35.2126,196011,CN,CNY
2024-04-09,CN-SAMPLE-02,34.5551,153575,CN,CNY
2024-04-10,CN-SAMPLE-02,34.1571,182651,CN,CNY
2024-04-11,CN-SAMPLE-02,33.9407,170186,CN,CNY
2024-04-12,CN-SAMPLE-02,32.8384,141856,CN,CNY
2024-04-15,CN-SAMPLE-02,32.7217,79510,CN,CNY
2024-04-16,CN-SAMPLE-02,32.3804,16771,CN,CNY
2024-04-17,CN-SAMPLE-02,32.5944,193269,CN,CNY
2024-04-18,CN-SAMPLE-02,32.1468,72062,CN,CNY
2024-04-19,CN-SAMPLE-02,32.0933,91728,CN,CNY
2024-04-22,CN-SAMPLE-02,31.3146,176543,CN,CNY
2024-04-23,CN-SAMPLE-02,30.6575,111824,CN,CNY
2024-04-24,CN-SAMPLE-02,30.6626,94958,CN,CNY
2024-04-25,CN-SAMPLE-02,30.3766,67670,CN,CNY
2024-04-26,CN-SAMPLE-02,29.3905,182584,CN,CNY
2024-04-29,CN-SAMPLE-02,28.9662,148012,CN,CNY
2024-04-30,CN-SAMPLE-02,28.8951,83536,CN,CNY
2024-05-01,CN-SAMPLE-02,29.0111,60322,CN,CNY
2024-05-02,CN-SAMPLE-02,29.2137,25129,CN,CNY
2024-05-03,CN-SAMPLE-02,28.8269,161874,CN,CNY
2024-05-06,CN-SAMPLE-02,28.3479,23462,CN,CNY
2024-05-07,CN-SAMPLE-02,28.3685,19259,CN,CNY
2024-05-08,CN-SAMPLE-02,28.4177,177987,CN,CNY
2024-05-09,CN-SAMPLE-02,28.5347,182356,CN,CNY
2024-05-10,CN-SAMPLE-02,28.0620,38405,CN,CNY
2024-05-13,CN-SAMPLE-02,28.1286,65299,CN,CNY
2024-05-14,CN-SAMPLE-02,28.0123,129555,CN,CNY
2024-05-15,CN-SAMPLE-02,27.1688,143061,CN,CNY
2024-05-16,CN-SAMPLE-02,26.8711,160802,CN,CNY
2024-05-17,CN-SAMPLE-02,26.5258,22551,CN,CNY
2024-05-20,CN-SAMPLE-02,26.7189,58883,CN,CNY
2024-05-21,CN-SAMPLE-02,26.3653,114756,CN,CNY
2024-05-22,CN-SAMPLE-02,26.1765,60609,CN,CNY
2024-05-23,CN-SAMPLE-02,26.0970,164037,CN,CNY
2024-05-24,CN-SAMPLE-02,26.4356,192477,CN,CNY
2024-05-27,CN-SAMPLE-02,26.7366,138299,CN,CNY
2024-05-28,CN-SAMPLE-02,26.6023,166276,CN,CNY
2024-05-29,CN-SAMPLE-02,26.3015,48352,CN,CNY
2024-05-30,CN-SAMPLE-02,25.9801,30342,CN,CNY
2024-05-31,CN-SAMPLE-02,25.7480,146341,CN,CNY
2024-06-03,CN-SAMPLE-02,25.8807,55726,CN,CNY
2024-06-04,CN-SAMPLE-02,25.2131,81103,CN,CNY
2024-06-05,CN-SAMPLE-02,25.8794,99277,CN,CNY
2024-06-06,CN-SAMPLE-02,25.5082,10455,CN,CNY
2024-06-07,CN-SAMPLE-02,25.3268,115556,CN,CNY
2024-06-10,CN-SAMPLE-02,25.0300,169976,CN,CNY
2024-06-11,CN-SAMPLE-02,25.2388,54620,CN,CNY
2024-06-12,CN-SAMPLE-02,25.3402,24777,CN,CNY
2024-06-13,CN-SAMPLE-02,25.1124,79431,CN,CNY
2024-06-14,CN-SAMPLE-02,25.1056,188585,CN,CNY
2024-06-17,CN-SAMPLE-02,25.3207,85742,CN,CNY
2024-06-18,CN-SAMPLE-02,25.0459,151501,CN,CNY
2024-06-19,CN-SAMPLE-02,25.0971,129764,CN,CNY
2024-06-20,CN-SAMPLE-02,24.8212,155171,CN,CNY
2024-06-21,CN-SAMPLE-02,24.7885,114664,CN,CNY
2024-06-24,CN-SAMPLE-02,24.9428,95255,CN,CNY
2024-06-25,CN-SAMPLE-02,25.2039,17427,CN,CNY
2024-06-26,CN-SAMPLE-02,25.5442,18177,CN,CNY
2024-06-27,CN-SAMPLE-02,25.5259,105812,CN,CNY
2024-06-28,CN-SAMPLE-02,25.6099,60849,CN,CNY
2024-07-01,CN-SAMPLE-02,25.8146,30108,CN,CNY
2024-07-02,CN-SAMPLE-02,25.8172,118162,CN,CNY
2024-07-03,CN-SAMPLE-02,26.2675,23297,CN,CNY
2024-07-04,CN-SAMPLE-02,25.6955,138136,CN,CNY
2024-07-05,CN-SAMPLE-02,25.5760,98813,CN,CNY
2024-07-08,CN-SAMPLE-02,25.4234,116630,CN,CNY
2024-07-09,CN-SAMPLE-02,25.5101,32627,CN,CNY
2024-07-10,CN-SAMPLE-02,25.5365,183223,CN,CNY
2024-07-11,CN-SAMPLE-02,25.8226,170549,CN,CNY
2024-07-12,CN-SAMPLE-02,26.1027,89816,CN,CNY
2024-07-15,CN-SAMPLE-02,25.8793,95283,CN,CNY
2024-07-16,CN-SAMPLE-02,25.7673,113040,CN,CNY
2024-07-17,CN-SAMPLE-02,25.1991,189701,CN,CNY
2024-07-18,CN-SAMPLE-02,25.3272,133174,CN,CNY
2024-07-19,CN-SAMPLE-02,25.6245,155660,CN,CNY
2024-07-22,CN-SAMPLE-02,25.8146,40298,CN,CNY
2024-07-23,CN-SAMPLE-02,25.7796,130602,CN,CNY
2024-07-24,CN-SAMPLE-02,25.5015,57047,CN,CNY
2024-07-25,CN-SAMPLE-02,25.2993,71870,CN,CNY
2024-07-26,CN-SAMPLE-02,24.9621,104569,CN,CNY
2024-07-29,CN-SAMPLE-02,24.7227,120642,CN,CNY
2024-07-30,CN-SAMPLE-02,24.6646,168438,CN,CNY
2024-07-31,CN-SAMPLE-02,25.0859,136427,CN,CNY
2024-08-01,CN-SAMPLE-02,25.1340,110068,CN,CNY
2024-08-02,CN-SAMPLE-02,25.6391,103846,CN,CNY
2024-08-05,CN-SAMPLE-02,25.5782,185182,CN,CNY
2024-08-06,CN-SAMPLE-02,25.5398,69838,CN,CNY
2024-08-07,CN-SAMPLE-02,25.6597,44662,CN,CNY
2024-08-08,CN-SAMPLE-02,25.0754,99726,CN,CNY
2024-08-09,CN-SAMPLE-02,25.2520,146971,CN,CNY
2024-08-12,CN-SAMPLE-02,25.6715,143492,CN,CNY
2024-08-13,CN-SAMPLE-02,25.9730,37246,CN,CNY
2024-08-14,CN-SAMPLE-02,25.6662,135894,CN,CNY
2024-08-15,CN-SAMPLE-02,26.1813,130029,CN,CNY
2024-08-16,CN-SAMPLE-02,26.0630,184269,CN,CNY
2024-08-19,CN-SAMPLE-02,26.4322,11403,CN,CNY
2024-08-20,CN-SAMPLE-02,26.6645,167122,CN,CNY
2024-08-21,CN-SAMPLE-02,26.2253,119450,CN,CNY
2024-08-22,CN-SAMPLE-02,26.7515,20297,CN,CNY
2024-08-23,CN-SAMPLE-02,26.4990,116857,CN,CNY
2024-08-26,CN-SAMPLE-02,26.2077,63525,CN,CNY
2024-08-27,CN-SAMPLE-02,26.1064,91479,CN,CNY
2024-08-28,CN-SAMPLE-02,25.8368,39025,CN,CNY
2024-08-29,CN-SAMPLE-02,26.1752,86999,CN,CNY
2024-08-30,CN-SAMPLE-02,26.4043,113748,CN,CNY
2024-09-02,CN-SAMPLE-02,25.9798,142823,CN,CNY
2024-09-03,CN-SAMPLE-02,26.0636,94058,CN,CNY
2024-09-04,CN-SAMPLE-02,26.0244,146976,CN,CNY
2024-09-05,CN-SAMPLE-02,25.9551,111400,CN,CNY
2024-09-06,CN-SAMPLE-02,26.3790,25834,CN,CNY
2024-09-09,CN-SAMPLE-02,26.8011,99645,CN,CNY
2024-01-02,CN-SAMPLE-03,60.8953,156692,CN,CNY
2024-01-03,CN-SAMPLE-03,60.8964,179778,CN,CNY
2024-01-04,CN-SAMPLE-03,61.8684,61121,CN,CNY
2024-01-05,CN-SAMPLE-03,60.6572,102078,CN,CNY
2024-01-08,CN-SAMPLE-03,60.3121,12165,CN,CNY
2024-01-09,CN-SAMPLE-03,60.4311,59307,CN,CNY
2024-01-10,CN-SAMPLE-03,60.5324,176558,CN,CNY
2024-01-11,CN-SAMPLE-03,60.5305,122151,CN,CNY
2024-01-12,CN-SAMPLE-03,60.4802,198735,CN,CNY
2024-01-15,CN-SAMPLE-03,60.6692,37972,CN,CNY
2024-01-16,CN-SAMPLE-03,59.4849,15971,CN,CNY
2024-01-17,CN-SAMPLE-03,60.0127,36640,CN,CNY
2024-01-18,CN-SAMPLE-03,59.8421,102207,CN,CNY
2024-01-19,CN-SAMPLE-03,59.2064,129887,CN,CNY
2024-01-22,CN-SAMPLE-03,59.4665,58724,CN,CNY
2024-01-23,CN-SAMPLE-03,58.7535,199465,CN,CNY
2024-01-24,CN-SAMPLE-03,58.4759,108892,CN,CNY
2024-01-25,CN-SAMPLE-03,58.7994,138561,CN,CNY
2024-01-26,CN-SAMPLE-03,58.0724,95979,CN,CNY
2024-01-29,CN-SAMPLE-03,58.1121,188177,CN,CNY
2024-01-30,CN-SAMPLE-03,57.6224,157966,CN,CNY
2024-01-31,CN-SAMPLE-03,57.5339,106749,CN,CNY
2024-02-01,CN-SAMPLE-03,58.3697,16604,CN,CNY
2024-02-02,CN-SAMPLE-03,58.4302,51070,CN,CNY
2024-02-05,CN-SAMPLE-03,58.8696,139605,CN,CNY
2024-02-06,CN-SAMPLE-03,58.6726,107624,CN,CNY
2024-02-07,CN-SAMPLE-03,59.7822,30990,CN,CNY
2024-02-08,CN-SAMPLE-03,60.0791,120156,CN,CNY
2024-02-09,CN-SAMPLE-03,60.8291,105066,CN,CNY
2024-02-12,CN-SAMPLE-03,60.8638,154675,CN,CNY
2024-02-13,CN-SAMPLE-03,61.0240,21077,CN,CNY
2024-02-14,CN-SAMPLE-03,61.4726,25248,CN,CNY
2024-02-15,CN-SAMPLE-03,61.9709,150697,CN,CNY
2024-02-16,CN-SAMPLE-03,61.6205,131321,CN,CNY
2024-02-19,CN-SAMPLE-03,62.0037,88883,CN,CNY
2024-02-20,CN-SAMPLE-03,62.6110,180139,CN,CNY
2024-02-21,CN-SAMPLE-03,63.1192,111191,CN,CNY
2024-02-22,CN-SAMPLE-03,64.1698,52462,CN,CNY
2024-02-23,CN-SAMPLE-03,63.4718,25317,CN,CNY
2024-02-26,CN-SAMPLE-03,62.9275,99709,CN,CNY
2024-02-27,CN-SAMPLE-03,63.2003,106045,CN,CNY
2024-02-28,CN-SAMPLE-03,62.0131,82851,CN,CNY
2024-02-29,CN-SAMPLE-03,62.4944,94259,CN,CNY
2024-03-01,CN-SAMPLE-03,61.7366,162087,CN,CNY
2024-03-04,CN-SAMPLE-03,62.1947,21402,CN,CNY
2024-03-05,CN-SAMPLE-03,61.9923,135830,CN,CNY
2024-03-06,CN-SAMPLE-03,62.7771,156876,CN,CNY
2024-03-07,CN-SAMPLE-03,62.5531,89808,CN,CNY
2024-03-08,CN-SAMPLE-03,62.1589,113645,CN,CNY
2024-03-11,CN-SAMPLE-03,62.4060,176630,CN,CNY
